media_name,title,content,publish_date
China-torch,纪念重庆市关工委成立35周年暨全市关心下一代工作会议召开 中国关工委主任顾秀莲出席并讲话,"摘要：3月10日，纪念重庆市关工委成立35周年暨全市关心下一代工作会议在重庆雾都宾馆召开。中国关工委主任顾秀莲出席会议并讲话。市委副书记陈新武，市人大常委会党组副书记、副主任

3月10日，纪念重庆市关工委成立35周年暨全市关心下一代工作会议在重庆雾都宾馆召开。中国关工委主任顾秀莲出席会议并讲话。市委副书记陈新武，市人大常委会党组副书记、副主任李明清，市政协党组成员、副主席罗清泉；市关工委主任何事忠，常务副主任唐情林、周克勤、谢春光出席会议。市关工委常务副主任于学信主持会议。

会议现场

顾秀莲讲话

顾秀莲充分肯定了重庆市关工委成立35年来取得的成绩，感谢市委、市政府对关心下一代工作的重视和支持。她强调，要把学习贯彻习近平新时代中国特色社会主义思想作为首要政治任务，增强“四个意识”、坚定“四个自信”、做到“两个维护”，坚持用党的创新理论武装头脑，牢牢把握关心下一代工作的正确方向；聚焦立德树人根本任务，充分利用重庆丰富的红色资源，引导青少年传承红色基因，着力培养社会主义建设者和接班人；巩固拓展体制机制建设成果，进一步完善“党建带关建”工作机制，推动新时代关心下一代工作高质量发展；在推",
China-torch,中国关工委主任顾秀莲出席2026年天津市关心下一代工作会议暨“五爱”教育阵地提质增效推动会,"摘要：2026年天津市关心下一代工作会议暨“五爱”教育阵地提质增效推动会召开筑牢育人根基 护航青少年成长 天津日报消息 3月20日，2026年天津市关心下一代工作会议暨“五爱”教育阵

2026年天津市关心下一代工作会议暨“五爱”教育阵地提质增效推动会召开

筑牢育人根基 护航青少年成长

天津日报销息 3月20日，2026年天津市关心下一代工作会议暨“五爱”教育阵地提质增效推动会在天津礼堂召开。十届全国人大常委会副委员长、中国关工委主任顾秀莲出席并讲话，市委常委、市委组织部部长郭永红出席并讲话，副市长李文海出席会议。市关工委党委书记、主任邢元敏主持会议。

会议传达全国关工委工作会议精神，总结2025年我市关心下一代工作，部署2026年任务，就社区未成年人“五爱”教育阵地提质增效作出安排。

顾秀莲说，2026年是“十五五”规划开局之年，“关心关爱下一代”写入国家“十五五”规划纲要，为关工委工作带来新的机遇。希望天津以习近平总书记重要指示批示精神为指引，聚焦立德树人根本任务，推进“五爱”教育阵地提质增效，为青少年搭建全面发展平台，持续夯实基层组织、建强“五老”队伍、打造特色品牌，推动",
China-torch,中国关工委主任顾秀莲到南宁局考察关心下一代工作,"摘要：3月27日上午，十届全国人大常委会副委员长、中国关心下一代工作委员会主任顾秀莲一行，深入南宁局集团公司南宁电务段南宁检修车间，实地考察“五老”工作站建设和企业关工委“五

3月27日上午，十届全国人大常委会副委员长、中国关心下一代工作委员会主任顾秀莲一行，深入南宁局集团公司南宁电务段南宁检修车间，实地考察“五老”工作站建设和企业关工委“五老”作用发挥情况，并对铁路关心下一代工作予以高度肯定和鼓励鞭策。

顾秀莲一行观看了南宁集团公司发展成就与关工委工作展板，走进“五老” 技能传承实训基地，观摩“五老”指导青年职工技能实训演练，察看“五老” 思政大讲堂，听取南宁局党委工作汇报，与青年职工和 “五老”代表亲切交谈合影。

顾秀莲表示，近年来铁路工作成效显著，为推进“一带一路” 建设作出积极贡献，这是一代又一代铁路人接续奋斗的成果；南宁局党委党建带关建成效显著，关工委工作扎实、成绩突出，为全国关工委工作增光添彩。踏上“十五五” 新征程，希望大家深入贯彻落实习近平新时代中国特色社会主义思想和关于铁路工作的重要指示批示精神，把工作干得更好、更出色，为实现“十五五”规划目标、推动铁路事业高质",
Chinacourt,习近平同莫桑比克总统查波会谈-中国法院网,"2026-04-21 20:21:58 | 来源：新华网

4月21日下午，国家主席习近平在北京人民大会堂同来华进行国事访问的莫桑比克总统查波举行会谈。这是会谈前，习近平和夫人彭丽媛同查波和夫人盖塔合影。新华社记者 黄敬文 摄

新华社北京4月21日电（记者邵艺博、曹嘉玥）4月21日下午，国家主席习近平在北京人民大会堂同来华进行国事访问的莫桑比克总统查波举行会谈。两国元首一致同意将双边关系提升至新时代中莫命运共同体。

习近平指出，中国和莫桑比克传统友谊穿越历史、跨越山海。建交以来，中莫两国相互信任、守望相助，成为中非友好和南南合作的典范。新形势下，不断深化中莫友好合作符合两国人民共同期待，也顺应全球南方加强团结协作、携手应对挑战的时代大势。中方愿同莫方以落实中非合作论坛北京峰会成果和2026年“中非人文交流年”为契机，携手共逐现代化之梦。

习近平强调，友好和互信是中莫关系的突出特征和政治优势。双方要弘扬优良传统，在涉及彼此核心利益和重大关切问题上继续坚定相互支持，密切政府、政党、立法机构、地方等各领域各层级交往，加强治党治国经验交流。中莫两国经济互补性强，合作前景广阔。今年是中国“",
Chinacourt,习近平会见老挝人民革命党中央总书记、国家主席特使沙伦赛-中国法院网,"2026-04-21 17:37:45 | 来源：新华网

4月21日下午，中共中央总书记、国家主席习近平在北京人民大会堂会见作为老挝人民革命党中央总书记、国家主席通伦特使专程来访的老挝人革党中央政治局委员、常务副总理沙伦赛。新华社记者 黄敬文 摄

新华社北京4月21日电（记者邵艺博）4月21日下午，中共中央总书记、国家主席习近平在人民大会堂会见作为老挝人民革命党中央总书记、国家主席通伦特使专程来访的老挝人革党中央政治局委员、常务副总理沙伦赛。

习近平指出，中老两党互派特使通报各自重大政治议程，彰显了双方深厚传统友谊和高水平政治互信。今年是中老建交65周年暨“中老友好年”。不久前，我同通伦总书记互致信函，围绕深化中老命运共同体建设达成重要共识。相信在以通伦总书记为首的老挝人革党中央坚强领导下，老挝党、国家、人民一定能够攻坚克难，顺利完成各项目标任务，走稳走好社会主义道路，实现建党百年奋斗目标。

习近平强调，站在新的历史起点，中老双方要继续秉持“十六字”方针和“四好”精神，站在事关社会主义前途命运的战略高度，密切协调和配合，深化战略对接，拓展务实合作，携手应对共同挑战，抓好构建中老",
Chinacourt,习近平总书记的节日祝贺和诚挚慰问激励广大劳动群众担当作为-中国法院网,"砥砺奋进再出发——习近平总书记的节日祝贺和诚挚慰问激励广大劳动群众担当作为

2026-05-01 00:37:47 | 来源：新华网

新华社北京4月30日电 题：砥砺奋进再出发——习近平总书记的节日祝贺和诚挚慰问激励广大劳动群众担当作为

新华社记者樊曦、王优玲、戴锦榕

在“五一”国际劳动节到来之际，中共中央总书记、国家主席、中央军委主席习近平代表党中央，向全国广大劳动群众致以节日祝贺和诚挚慰问。

广大劳动者表示，习近平总书记的深情问候饱含关怀、催人奋进。新征程上，要以习近平新时代中国特色社会主义思想为指导，立足岗位、实干担当，在辛勤劳动、诚实劳动、创造性劳动中不断创造新业绩，为推进中国式现代化、实现民族复兴伟业贡献力量。

哈尔滨汽轮机厂有限责任公司叶片分厂车间里，全国五一劳动奖章获得者、高级主任工程师刘云锋正带领团队进行技术交流。这个团队曾参与国产“华龙一号”等核电机组研发，攻克多项关键技术难题。“习近平总书记充分肯定了广大劳动群众为党和国家事业发展作出的重要贡献。我要牢记这份关怀和认可，更加坚定地在平凡岗位上追求卓越、创造价值。”刘云锋说。

劳动创造幸福，奋斗开拓未来。",
Chinacourt,评论-中国法院网,新华社北京5月1日电 题：以更大力度更实举措加强基础研究 新华社评论员 “要以更大力度、更实举措加强基础研究，提升我国原始创新能力，进一步打牢科技强国建设根基。”习近平总书记日前在上海出席加强基础研究座谈会并发表重要讲话，充分肯定我国基础研究取得的成就，全面分析面临的新形势新挑战，对加强基础研究作出战略部署、提出明确要求。总书记的重要讲话高屋建瓴、内涵丰富，具有很强的政治性... 【全文】,
Chinacourt,习近平向全国广大劳动群众致以节日祝贺和诚挚慰问-中国法院网,"在“五一”国际劳动节到来之际 习近平向全国广大劳动群众致以节日祝贺和诚挚慰问

2026-04-30 17:42:21 | 来源：新华网

新华社北京4月30日电 在“五一”国际劳动节到来之际，中共中央总书记、国家主席、中央军委主席习近平代表党中央，向全国广大劳动群众致以节日祝贺和诚挚慰问。

习近平指出，在中国式现代化新征程上，广大劳动群众紧紧团结在党的周围，奋力拼搏进取，勇于创新创造，为党和国家事业发展作出了重要贡献。

习近平强调，今年是中国共产党成立105周年，是“十五五”开局之年。希望广大劳动群众大力弘扬劳模精神、劳动精神、工匠精神，苦干实干、敬业奉献，在推动经济社会高质量发展中发挥主力军作用、展现主人翁风采。各级党委和政府要切实维护广大劳动群众合法权益，着力解决急难愁盼问题，动员激励广大劳动群众为实现宏伟蓝图而不懈奋斗。",
Chinadevelopment,国家统计局：一季度文化企业生产经营平稳向好,"中新网4月29日电 据国家统计局网站消息，国家统计局社科文司统计师潘旭华解读2026年一季度全国规模以上文化及相关产业企业数据。

一季度，各地区各部门认真贯彻落实党中央、国务院决策部署，围绕丰富文化惠民措施、优化文化产品供给、激活文化消费潜力、创新文化业态场景精准施策，持续健全文化产业体系和市场体系，文化企业生产经营平稳向好。

规模以上文化企业实现营业收入超3.5万亿元。一季度，全国规模以上文化及相关产业企业(以下简称“文化企业”)实现营业收入35569亿元，比上年同期增长6.4%。分领域看，文化核心领域实现营业收入25193亿元，比上年同期增长9.2%，其中，创意设计服务、内容创作生产、新闻信息服务等3个行业大类营业收入实现两位数增长，增速分别为12.0%、10.7%和10.3%。

文化新业态行业持续发挥引领作用。一季度，文化新业态特征较为明显的16个行业小类实现营业收入16782亿元，比上年同期增长11.2%，快于规模以上文化企业4.8个百分点。文化新业态行业对规模以上文化企业营业收入增长的贡献率为79.0%，拉动规模以上文化企业营业收入增长5.1个百分点。其中，娱乐用智能无",
Chinadevelopment,向“新”而生：低空经济浪潮托举台青创业梦,"新华社广州5月2日电（记者杨深深、洪泽华）当恐高的人有一个飞行梦，会创造出一个什么样的产品？深圳安特狗航天航空科技有限公司创始人林志豪的答案，藏在2023年重庆的一个普通小院里。这位来自台湾基隆的年轻人，蹲在地上，用粉笔画下一架“飞行器”的雏形——那是他创业梦想的起点。

“我从小就喜欢玩无人机航模，正因为又想飞又怕高，我才想做一款贴地飞行的产品，让每个人都能克服恐惧，体验到飞行的快乐。”3年后，坐在深圳龙华的办公室里，林志豪笑着说。现在的他，已打造出亚洲首款超轻型纯电单人飞行卡丁车AnTG One。

这款产品的灵感来自一次卡丁车比赛。“在赛道上跑，总会受到道路的局限。如果能让卡丁车飞起来，是不是就可以超越所有人？”这个想法在林志豪脑海中挥之不去。尽管他毕业于古典钢琴专业，他仍决定跨界创业，并把目光投向了大陆。

“我的父母以前在大陆经商，长期往返两岸的经历让我熟悉大陆的环境。”林志豪说，更重要的是，彼时低空经济尚处起步阶段，而大陆为年轻人提供了充满活力的创业土壤。“我觉得在这里才能真正实现白手起家的奇迹。只要愿意努力，就有机会把想法变成现实。”

找人、找钱、找资源……凭借真诚和热",
Chinadevelopment,逐“智”而上破局生长 解码浙江制造“创新方程式”,"中新网嘉兴4月29日电(黄彦君)AGV小车穿梭自如，AI质检员“眼光如炬”，“工业大脑”在云端实时调度……走进浙江的一处处现代化工厂车间，机器轰鸣、人声鼎沸的传统场景正悄然退场。

依托数字经济先发优势与雄厚制造业基础，浙江先行布局智能制造，推动各地产业链“错位发展”、协同共进。

一场以革新为驱动、以人工智能为引擎的深刻变革，正在重塑该省制造业底层逻辑与未来面貌。

攻坚突围 培育“破壁者”

在华芯(嘉兴)智能装备有限公司研发测试实验室，抬头望去，天花板上的轨道纵横交错，一辆辆银白色的“天车”穿梭其间，精准地将晶圆盒送达各个工艺设备。

“在这个领域深耕近十年，经历了一次次失败，坚持从底层架构开始搭建，一步步攻克技术壁垒，才让这样的场景变为现实。”该公司负责人感慨道。

据介绍，该公司是专注于集成电路AMHS(自动化物料传送系统)国产替代的智能制造解决方案服务商。AMHS是半导体生产制造领域最为关键的厂务设施，眼前“天车”实际上是一款高精密工业机器人。该领域全球95%的市场曾掌握在外国企业手中。为突破技术封锁，该公司选择“全自研”路径，开启攻坚之路。

如今，其“定制”的智能物料传",
Chinadevelopment,我国国际消费中心城市培育建设取得积极进展,"4月30日，第五届国际消费中心城市论坛在上海举办。记者从论坛上获悉，我国的国际消费中心城市培育建设取得积极进展，全球影响力显著提升。

2026“购在中国”国际消费季（上海站）暨第七届上海“五五购物节”启动仪式现场。新华社记者 周蕊 摄

2021年7月，国务院批准率先在上海、北京、广州、天津、重庆五个城市，开展国际消费中心城市培育建设。

商务部部长王文涛在论坛上表示，5年来，国际消费中心城市培育建设取得积极进展，消费引领和示范带动作用持续增强，全球影响力显著提升。下一步，商务部将继续会同相关部门，与五个城市一道，坚持惠民生和促消费紧密结合，坚持“政策+活动”双轮驱动，打造商品消费扩容升级的新样板，培育服务消费增长的新动能，树立活跃线下消费的新标杆，建设扩大入境消费的新高地，推动培育建设实现新突破、展现新作为。

上海市市长龚正表示，上海消费市场稳步向好，去年全市社会消费品零售总额达到1.66万亿元。入境消费是上海消费最活跃的领域之一，上海正多措并举推动入境消费提质扩容，着力提升供给丰富度、服务便利度和上海消费品牌知晓度，加快打造全球入境消费首选地和“购在中国”标杆城市。

北京市副",
Chinadevelopment,整治“舌尖上的上当” 网络食品销售虚假宣传专项整治行动部署发布,"新华社北京4月29日电 题：整治“舌尖上的上当” 网络食品销售虚假宣传专项整治行动部署发布

新华社记者赵怡宁

4月29日，记者从国家市场监督管理总局了解到，市场监管总局近日正式印发《关于开展网络食品销售虚假宣传专项整治行动的通知》，决定从现在起在全国范围内开展为期半年的专项整治行动。此次专项整治行动中，市场监管部门将统筹全覆盖监管与靶向治理，全力保障人民群众网络食品消费安全。

根据国家统计局公布的数据，2025年，全国吃类商品网上零售额同比增长14.5%。与此同时，网售食品虚假宣传、违法广告等突出问题屡禁不止，严重损害消费者合法权益。

市场监管总局食品安全总监孙会川介绍，“优思益”等近期翻车的“网红产品”，披着“高大上”的外衣，用营销话术和虚假宣传大肆“收割”消费者，让老百姓“舌尖上的期待”变成了“舌尖上的上当”。

网络食品销售监管存在销售主体多元、违法违规行为多样等难点和堵点。对此，此次专项整治行动中市场监管部门将开展全覆盖式监管，将各方主体责任真正落实到位。

孙会川说，首先平台必须做好资质审查和内部管理；其次，生产经营者决不能当局外人；另外，主播必须要对直播间里说过的话",
Chinadp,广西南宁：盲人读书角的读书人_中国残疾人网-中国残疾人联合会主管主办 中国残疾人杂志社运营管理,"2026-04-24 10:39来源：新华社

盲人读书角位于广西南宁市明秀东路一间盲人养生工坊内。该工坊平时由视障人士经营，提供盲人按摩、咖啡制作与销售等业务。2024年，南宁市盲人按摩行业工会联合会在这里设立了读书角，盲人书籍由南宁市图书馆提供并不定期更新。





4月22日，在广西南宁明秀东路的盲人读书角，视障人士施奎铭（右一）借助手机语音功能学习。 新华社记者 陆波岸 摄





4月22日，在广西南宁市明秀东路的盲人读书角，广西盲人协会主席陶进通过盲文读书学习。 新华社记者 陆波岸 摄





4月22日，在广西南宁市明秀东路的盲人读书角，视障人士在读书学习。 新华社记者 陆波岸 摄





4月22日，在广西南宁市明秀东路的盲人读书角，视障人士在读书学习。 新华社记者 陆波岸 摄





4月22日，在广西南宁市明秀东路的盲人读书角，视障人士曾桥明学习后将书放回原处。 新华社记者 陆波岸 摄







4月22日，在广西南宁市明秀东路的盲人读书角，视障人士曾桥明（右）在广西盲人协会主席陶进指导下学习盲文知识。 新华社记者 陆波岸 摄





4月22日，在",
Chinadp,政策法规_中国残疾人网-中国残疾人联合会主管主办 中国残疾人杂志社运营管理,"中华人民共和国残疾人保障法

中华人民共和国残疾人保障法（2018年修正）第一章 总 则第一条 为了维护残疾人的合法权益，发展残疾人事业，保障残疾人平等地充分参与社会生活，共享社会物质文化成果，根据宪法，制定本法。第二条 残疾人是指在心理、生理、人体结构上，某种组织、功能丧失或者不正常，全部或者部分丧失以正常方式从事某种活动能力的人。残疾人包括视力残疾、听力残疾、言语残疾、肢体残疾、智力残疾、精神残疾、多重残疾和其他残疾的人。残疾标准由国务院规定。第三条 残疾人在政治、经济、文化、社会和家庭生活等方面享有同其他公民平等的权利。残疾人的公民权利和人格尊严受法律保护。禁止基于残疾的歧视。禁止侮辱、侵害残疾人。禁止通过大众传播

2024/05/14",
Chinadp,第三十六个全国助残日主题聚焦残疾人权益保障 _中国残疾人网-中国残疾人联合会主管主办 中国残疾人杂志社运营管理,"2026-04-21 21:52来源：中国残联

国务院残疾人工作委员会

关于做好2026年全国助残日有关工作的通知

残工委明电〔2026〕1号





各省、自治区、直辖市人民政府残疾人工作委员会，新疆生产建设兵团残疾人工作委员会；国务院残疾人工作委员会各成员单位：

今年5月17日是第三十六个全国助残日，主题是“保障残疾人平等权益，促进残疾人融合发展”。为深入学习贯彻习近平总书记关于残疾人事业重要论述和重要指示批示精神，认真贯彻落实党中央、国务院决策部署，扎实做好全国助残日各项工作，大力弘扬“平等、融合、共享”的价值理念，现就有关事项通知如下：





一、充分认识做好全国助残日工作的重要意义

残疾人事业是中国特色社会主义事业的重要组成部分，扶残助残是社会文明进步的重要标志。党的十八大以来，在党中央坚强领导下，我国残疾人社会保障制度和关爱服务体系不断完善，残疾人事业开创了蓬勃发展的新局面，广大残疾人获得感、幸福感、安全感显著增强。当前，基于残疾的歧视在一定程度上仍然存在，侵害残疾人权益的现象还时有发生，保障残疾人平等权益、促进残疾人融合发展仍需全社会共同推进。2025年，",
Chinadp,无声亦有光 南昌让残疾人靠自己绽放光彩_中国残疾人网-中国残疾人联合会主管主办 中国残疾人杂志社运营管理,"2026-04-28 10:38来源：人民网-江西频道

在江西南昌，你或许会遇到这样一幕：点咖啡时，服务员对你报以温柔微笑，不发一语，只用手势示意需求——这并非“高冷”，而是他们天生听不见。即便无法用语言交流，这群特殊的服务员，却能用一杯杯精心制作的好咖啡，与世界“聊”得格外“大声”。

故事要从南昌市残联的一次调研说起。调研中，团队发现了一家特殊的小公司——南昌乐念咖啡，其核心团队由一群听障人士组成，他们推着一辆移动咖啡餐车，辗转于南昌各大文旅活动现场“出摊”。南昌飞行大会、环鄱湖自行车赛、吴城观鸟周……哪里热闹，哪里就有他们忙碌而安静的身影，用双手传递着咖啡的香气。

然而，没有专属品牌、缺乏系统规划、没有固定团队，他们的生意做得零散无序。

看到这样的现状，南昌市残联主动伸出援手：帮忙注册商标、协调固定场地、对接优质经营点位、通过多渠道宣传推广……就这样，“润语无声”这个充满温度的咖啡品牌，在帮扶中应运而生，为这群听障人士铺就了一条稳定的就业路。

润语虽无声，落地却有声。如今，这家公司已经拥有2家固定门店、2个旅游景区点位、3辆移动餐车，稳稳带动了5名残疾人实现就业。从“零散",
Chinadp,李邑飞深入基层一线指导督导学习教育时强调 牢记习近平总书记殷切嘱托感恩奋进接续奋斗 以正确政绩观引领干事创业增进民生福祉_中国残疾人网-中国残疾人联合会主管主办 中国残疾人杂志社运营管理,"2026-04-29 11:18作者：马晓芳 党硕来源：宁夏日报

4月28日，宁夏回族自治区党委书记、人大常委会主任李邑飞深入宁夏银川市部分农村、社区、产业园区和企业，指导督导开展树立和践行正确政绩观学习教育工作，强调要深学细悟笃行习近平总书记关于学习教育的重要指示和考察宁夏重要讲话精神，牢记嘱托、感恩奋进、接续奋斗，树立和践行正确政绩观，激发干事创业精气神，用心用情用力抓发展、解难题、增福祉。





李邑飞在永宁县闽宁镇福宁村，实地察看残疾人综合服务中心运行情况





李邑飞前往基层党建联系点永宁县闽宁镇福宁村，实地察看残疾人综合服务中心、综治中心运行和人居环境提升情况。他说，闽宁镇和福宁村的发展变迁，是30年闽宁协作伟大事业的生动缩影，要悉心体悟习近平总书记对宁夏的特殊缘情和无限恩情，深刻感悟习近平新时代中国特色社会主义思想的实践伟力，讲好移民群众一起扎根、一起奋斗的故事，加强感恩教育和铸牢中华民族共同体意识教育，让各族群众知晓“惠从何来、恩自何处”。要因地制宜培育壮大特色产业，健全联农带农利益联结机制，开展有组织、定向化、技能型劳务输出，落实落细收入平均线以下人群帮扶措",
Chinafxj,中国反邪教网,"以“加快数智技术创新发展，深入推进数字中国建设”为主题的第九届数字中国建设峰会，将于29日在福建福州拉开帷幕。本届峰会聚焦“数智融合”，更加注重成果展示、技术发布和生态培育。峰会现场体验区新增“人工智能”板块，创新设立“产业对接舱”，还将发布报告与政策举措，助力数字中国建设迈向新台阶。

闽江之畔，福州海峡国际会展中心喜迎八方宾朋。

回首前八届峰会，成果丰硕、亮点纷呈。累计举办活动超1000场，发布重要政策近200项，展示新技术新成果上万项；在福建落地超3000个数字经济项目、总投资超2万亿元。

本届峰会特色鲜明，既聚焦“数智融合”，又突出“创新主体”“场景驱动”。场馆内设置百余个互动体验项目，场馆外打造70个数字场景体验点，让嘉宾与群众感受数智技术的独特魅力。

数智赋能，点亮美好生活。就医不再重复检查，办事无需反复跑腿，出行尽享智能便捷……数字中国建设的生动场景，正在持续提升群众的获得感、幸福感。

数字中国建设，推动政务服务流程重塑。“太快了，从取号到办好不到5分钟。”福州市政务服务中心“高效办成一件事”窗口前，王先生坐下仅几分钟，工作人员便递上办好的出租车从业证。

福州这",
Chinafxj,中国反邪教网,"为进一步筑牢基层反邪教思想防线，增强辖区群众识邪、防邪、拒邪能力，营造崇尚科学、反对迷信的良好社会氛围。2026年4月29日，黑龙江省同江市公安局联合政法委到市兴华街道党群服务中心开展“科学幸福你我他 抵制邪教靠大家”主题反邪教宣传活动，以多形式、接地气的方式，将反邪教知识送到群众身边。

活动现场设置了“对邪教说不”签名区，民警与社区工作人员通过发放宣传手册、现场讲解、互动咨询等形式，向群众普及邪教的种类、特征及危害。结合真实案例，工作人员用通俗易懂的语言剖析了邪教组织蛊惑人心、破坏家庭、危害社会的本质，详细讲解了邪教常见的传播套路与防范技巧。引导广大群众认清邪教的本质和危害，提高警惕性和辨别能力。为丰富宣传形式，活动还融入了书法创作环节，以“远离邪教”为主题创作书法作品，以群众喜闻乐见的方式传递反邪教理念，让“抵制邪教、崇尚科学”的观念在潜移默化中深入人心。夯实基层反邪教根基，广大群众积极主动参与签名承诺，纷纷表达为推进法治同江建设坚决抵制邪教、共建平安社区做出更大的贡献。",
Chinafxj,中国反邪教网,"4月28日，在印度尼西亚雅加达，中方向印尼嘉宾赠送《习近平谈治国理政》第五卷英文版图书。新华社记者 岑云鹏 摄

新华社雅加达4月28日电（记者李斯博 曹凯）《习近平谈治国理政》第五卷英文版中印尼推介会28日在印度尼西亚雅加达举行。

与会嘉宾认为，《习近平谈治国理政》第五卷全面系统反映了习近平新时代中国特色社会主义思想的最新发展成果，是国际社会认识和理解当代中国的权威著作。当前，中国已开启“十五五”规划新征程，印尼也在朝着“黄金印尼2045”愿景稳步迈进，两国携手推进战略对接、深化发展合作，不仅能为两国人民带来实实在在的福祉，更将为壮大全球南方力量、完善全球治理体系注入强劲动力。

4月28日，在印度尼西亚雅加达，印度尼西亚人民协商会议主席阿赫玛德·穆扎尼在推介会上致辞。新华社记者 岑云鹏 摄

印度尼西亚人民协商会议主席阿赫玛德·穆扎尼在致辞中表示，《习近平谈治国理政》为印尼外交界、学术界及政策制定者提供宝贵借鉴，本次新书推介活动为中国和印尼两国深化思想交流提供了重要平台。他希望，更多印尼政府官员、学者和青年群体能够阅读这部重要著作，加深对中国发展道路和治理理念的理解，拓展对世界和",
Chinafxj,中国反邪教网,"从田间地头的科技春管，到万商云集的经贸盛会；从热火朝天的文旅消费，到提质增效的现代服务……4月以来，全国各地干字当头、奋发有为，经济社会展现出稳中有进、活力澎湃的生动图景。

观察之一：春日经济活力足 加速释放消费潜能

在宁夏贺兰山下的图兰朵葡萄酒小镇，游客们或穿行在展藤期的葡萄园，或是在星空下体验露营与红酒的惬意交融。“4月以来，我们酒店日均接待游客近千人，较去年提升近20%，‘五一’假期的预订量已超80%。”宁夏图兰朵酒庄有限公司副总经理杨丽萍兴奋地分享着春假带来的红利。

春假与清明“牵手”，不仅拉长假日的时长，更打开文旅消费的新空间。

“陪孩子亲近自然，既能舒缓身心，又能学习传统文化。”在安徽牯牛降风景区的龙门潭边，南京游客田进看着乘坐竹筏、聆听古诗讲解的孩子，面露笑意。今年清明假期，安徽省首个中小学春假与之叠加，研学游热度快速攀升。

春日经济的暖意不止于山水之间，更在消费市场的多个维度同步升温。据商务大数据监测，截至4月12日，2026年消费品以旧换新销售额达5029.4亿元，惠及6977.7万人次，汽车、家电、家装厨卫等品类销售持续走旺。

与此同时，以“体验”为核心",
Chinafxj,中国反邪教网,"“十五五”开局之年，做好经济工作至关重要。

中共中央政治局4月28日召开会议，分析研究当前经济形势和经济工作，强调“以更大力度和更实举措抓好经济工作”“增强经济发展内生动力”，并作出一系列重要部署，为进一步坚定发展信心、牢牢把握发展主动、努力实现“十五五”良好开局指明前进方向。

巩固经济持续稳中向好的基础

今年一季度，我国国内生产总值（GDP）同比增长5.0%，经济增速在全球主要经济体中名列前茅。会议指出，“我国经济起步有力，主要指标好于预期，彰显强大韧性和活力”。

会议同时指出，“经济持续稳中向好的基础还需进一步巩固”“要增强信心，以更大力度和更实举措抓好经济工作”。

这是2026年3月16日在天津市滨海新区拍摄的天津港（无人机照片）。新华社发（杜鹏辉 摄）

“会议科学分析研判当前经济形势，既看到成绩，也不回避问题，强调切实有力做好经济工作，释放了扎实推进高质量发展的鲜明信号。”国家发展改革委宏观经济研究院研究员张林山表示。

开局关乎全局。“十五五”开局之年，紧紧抓住时间窗口，保持战略定力，集中精力办好自己的事，将为我们赢得主动、赢得优势、赢得未来打下更坚实的基础。

",
Chinajilin,走进民企看发展丨汇聚发展要素资源 激活民营经济新活力-中国吉林网,"点击查看视频

“十五五”规划纲要和政府工作报告都明确提出，“培育壮大新兴产业和未来产业”，这为民营经济打开了更广阔的发展天地。

依托创新驱动与政策精准赋能，河北民营经济蓬勃发展，彰显强劲内生活力。

在河北保定，一家医疗器械科技有限公司在政府全流程服务保障下，实现快速发展。自2009年从一间工作室起步，如今已成长为拥有20余亩生产厂房、年产值超4000万元的高新技术企业。

在河北沧州，民营经济同样跑出发展加速度。孟村回族自治县素有“中国弯头管件之都”之称，管道装备产业集聚近1800家民营企业。在政策红利与产业集群的助力下，产业年产值超430亿元，高端产品占比持续提升。当地持续优化营商环境、深化产学研合作，为特色产业高质量发展持续赋能。

作者：邹尚伯、付旭遥、苏舟

摄制：班静怡

新华社音视频部制作

来源：新华社",
Chinajilin,出游新思路：“串串游” 错峰游“五一”怎么玩才过瘾？-中国吉林网,"您当前的位置 ： 首页

新华网北京4月30日电（记者刘璐、康薇）即将到来的“五一”假期，叠加部分地区的春假，将形成“超长假期”，成为上半年释放旅游消费需求的又一重要时段。不同消费群体对旅游需求不同，也让旅游呈现出更加多样的形态：“大城和小城游”并行发展、“悦己旅行”全面崛起，亲子出游持续高涨，给今年“五一”假期的旅游市场带来不一样的色彩。

低价高质错峰游

中小学春假叠加“五一”小长假最多可连休11天，这是今年“五一”期间值得关注的新特点。“全国多个城市的春假被安排在‘五一’小长假前后。”北京第二外国语学院中国文化和旅游产业研究院教授吴丽云认为，春假的主要受众是小学和初中学生的家庭，因此亲子游、家庭出游会更加突出，热度也会提前启动。

春假不仅让出行时间提前，也明显带动了出游量增长。去哪儿旅行数据显示，杭州、宁波、沈阳、长沙等放春假城市，都位列“五一”前乘飞机“抢跑”出发热门城市。

“错峰提前出行买票更容易，体验品质得到提升。”吴丽云认为，大家的出行时间跨度明显拉长，“错峰”空间更大，出行成本更低。去哪儿旅行数据显示，“五一”前后的两个周末出发及返程，机票平均支付价格较4月30日",
Chinajilin,新发路观察-中国吉林网,"关键词：吉林;黑土地;劳动者;坚守...作者：

新发路观察｜致敬，每一位平凡而闪耀的劳动者

晨光微露，城市还在沉睡，地铁司机已经走进驾驶室，开启了第一班车；G331沿边公路上，民辅警在假期客流中守护平安；黑土地的试验田里，农科人正弯腰查看新一季的秧苗；深夜来临，万家灯火渐熄，急诊室的灯光依然亮着，医护人员还在与时间赛跑；……这是吉林最普通的一天，也是吉林最动人的风景。",
